f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__criterion
0.5100599978159196,0.6483701366982124,0.22248983005540582,0.7763407481236818,655,13.0,47,44,0.3758567151973736,10.0,gini
0.5100599978159196,0.6483701366982124,0.2154576346753371,0.7945694196993235,896,,2,22,0.20091334313013492,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22610842574682774,0.7581940999958097,586,13.0,44,4,0.4477720113785516,6.0,entropy
0.5266500369666667,0.6556782334384859,0.2003579130314532,0.8277414236816498,448,13.0,41,38,0.05251816929957953,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21330192399866152,0.7991458188483846,724,15.0,47,7,0.16851594103515966,39.0,gini
0.5100599978159196,0.6483701366982124,0.20546265995257781,0.8182854417437343,586,,47,28,0.0848146867161289,51.0,entropy
0.5100599978159196,0.6483701366982124,0.21102311221769382,0.807621265938617,345,5.0,32,1,0.13946504229211926,26.0,gini
0.5100599978159196,0.6483701366982124,0.2188823621237359,0.7820307928996333,138,30.0,60,56,0.2621389480224636,22.0,gini
0.5100599978159196,0.6483701366982124,0.2279901058131293,0.4970020520775297,1,21.0,14,35,0.2891583378692916,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22261571539425365,0.7683603637675042,207,27.0,26,32,0.3804485729835601,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21564660368589209,0.7933926651225969,483,1.0,35,50,0.16825116574055538,39.0,gini
0.5100599978159196,0.6483701366982124,0.20490488906672402,0.8205585582186308,621,17.0,23,28,0.07743945589173629,22.0,gini
0.5100599978159196,0.6483701366982124,0.22056907306597592,0.777973105669383,276,1.0,11,4,0.3166137703859626,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22603266986339157,0.749476056282562,379,9.0,8,53,0.4452670745134236,2.0,gini
0.5100599978159196,0.6483701366982124,0.21545542733579992,0.7913161563664454,104,17.0,53,16,0.18301321854173086,31.0,entropy
0.5666721060015625,0.6644058885383807,0.2279901058131293,0.4970020520775297,1,21.0,56,41,0.2120703075899043,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21710860952787844,0.7944599338555157,414,1.0,8,56,0.20734452713901325,51.0,entropy
0.5100599978159196,0.6483701366982124,0.21620278061019713,0.7892600776929978,379,17.0,35,28,0.21902969528664906,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21886847354297942,0.7826403368448988,448,25.0,60,1,0.27917318745152264,55.0,entropy
0.5560259627544692,0.6691377497371188,0.1962477468763398,0.835372902236683,483,30.0,56,53,0.04045601832380913,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21818723300077686,0.788142012620917,242,7.0,29,32,0.2567078903637875,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21734736264792154,0.7868636653658666,242,15.0,56,50,0.22773316841589325,35.0,entropy
0.5100599978159196,0.6483701366982124,0.2051841196477876,0.8105714486914659,138,30.0,50,22,0.08921988163139288,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22709613695129074,0.7269516051715923,207,9.0,17,1,0.4800321703733747,10.0,gini
0.5100599978159196,0.6483701366982124,0.21773600611408922,0.7921691699115538,517,11.0,44,41,0.23996736396368745,18.0,entropy
0.5599342887529224,0.6710830704521557,0.19607573341342197,0.8358088814140517,448,3.0,29,13,0.03400968257516934,,gini
0.5100599978159196,0.6483701366982124,0.2220193807637233,0.7783118328032101,104,15.0,60,28,0.3104888560100217,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21799216557884712,0.7852180858586288,655,15.0,14,35,0.26661455714829246,26.0,gini
0.5100599978159196,0.6483701366982124,0.21146246423975162,0.8059954132827498,896,3.0,60,50,0.12865622594245368,14.0,gini
0.5100599978159196,0.6483701366982124,0.21800279607119083,0.7908607110182867,862,17.0,32,56,0.2641583036689005,60.0,entropy
0.5100599978159196,0.6483701366982124,0.22781669866757417,0.6311940918965248,965,5.0,41,7,0.49513138511399135,51.0,gini
0.5100599978159196,0.6483701366982124,0.20815174800865655,0.8118274804763582,896,13.0,5,44,0.09481462960825288,14.0,entropy
0.5100599978159196,0.6483701366982124,0.21193347012801225,0.8033291844301286,965,11.0,20,50,0.14811471544898375,43.0,entropy
0.5555844649457566,0.6689274447949527,0.19777971119411314,0.8330197325742187,827,3.0,20,4,0.038647968766016116,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21908512757955112,0.7940637539342155,1000,13.0,8,19,0.2730114146561793,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22450780769590506,0.7610581126609576,689,11.0,26,19,0.41624806421671434,60.0,gini
0.5100599978159196,0.6483701366982124,0.2203707035741578,0.7700092290625237,35,13.0,29,22,0.27769303303523935,35.0,gini
0.5100599978159196,0.6483701366982124,0.2189063154279066,0.7866762178414736,758,,50,22,0.2815850047031846,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21909472881478562,0.7914996815574528,758,27.0,56,44,0.2769357867835075,35.0,gini
0.5100599978159196,0.6483701366982124,0.22660119883871999,0.6405697054052398,35,3.0,38,1,0.46637831509682315,43.0,gini
0.5100599978159196,0.6483701366982124,0.22225071528165316,0.7823123339889066,483,25.0,23,47,0.35936174981359403,26.0,gini
0.5100599978159196,0.6483701366982124,0.21624221494490767,0.7875688002737655,69,13.0,56,13,0.19958034434681016,,gini
0.5100599978159196,0.6483701366982124,0.2166306730456214,0.7957619363576613,965,27.0,20,38,0.2165983004434444,51.0,gini
0.5100599978159196,0.6483701366982124,0.22011263978267914,0.7741714734549086,242,7.0,14,22,0.3112672179610346,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22415138633633355,0.7617721834566623,414,9.0,41,7,0.4121367666336904,10.0,gini
0.5929916881692323,0.6580441640378549,0.2277834454448375,0.5105989935353156,1,3.0,26,44,0.2935592845225948,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2141316874840695,0.7904538916918988,138,1.0,50,25,0.1553071669290484,39.0,entropy
0.5444378323003003,0.6635646687697161,0.20958357026801316,0.8063736668673867,35,1.0,44,28,0.006388297279264765,2.0,gini
0.5100599978159196,0.6483701366982124,0.22374338828021448,0.7592156647543948,448,25.0,8,50,0.40466213867911727,35.0,gini
0.5100599978159196,0.6483701366982124,0.20880540253852473,0.8129594283049352,242,25.0,5,53,0.10745665728217241,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21417440565260365,0.800590886490509,965,17.0,14,10,0.17481688789242894,,gini
0.5100599978159196,0.6483701366982124,0.21555971040447156,0.7954974122541892,896,15.0,35,56,0.2031371950626319,6.0,gini
0.5100599978159196,0.6483701366982124,0.2209330737414678,0.7841118484100957,793,9.0,53,7,0.3166122705120093,10.0,gini
0.5100599978159196,0.6483701366982124,0.21512253717013374,0.7955576476553006,758,25.0,32,60,0.19735582022766834,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22001032047878347,0.5752806838745272,1,23.0,44,50,0.26885729482735327,2.0,gini
0.5100599978159196,0.6483701366982124,0.22731882721093027,0.7326226202651678,448,7.0,60,25,0.47906418168128556,31.0,entropy
0.5100599978159196,0.6483701366982124,0.2274407682927937,0.7344678386606907,931,15.0,44,56,0.4821305497985525,,gini
0.5100599978159196,0.6483701366982124,0.2232261151387184,0.7724856218291541,931,15.0,56,38,0.3756680812365526,60.0,gini
0.5100599978159196,0.6483701366982124,0.21520489881510782,0.7934111795061511,448,7.0,44,50,0.1952432158262723,35.0,entropy
0.5100599978159196,0.6483701366982124,0.20729567557466475,0.813020069882765,483,,26,32,0.093214482439051,51.0,gini
0.5100599978159196,0.6483701366982124,0.21195061405976448,0.7964813723234531,173,30.0,41,4,0.1449348909201839,31.0,entropy
0.5934304213938321,0.687434279705573,0.19249818710392386,0.8393613757416423,931,,5,32,0.025416192799661896,6.0,entropy
0.5100599978159196,0.6483701366982124,0.204482369107312,0.8218252354709497,517,25.0,60,28,0.07257695387532004,35.0,entropy
0.5100599978159196,0.6483701366982124,0.2177571127055049,0.7861565480730879,621,15.0,11,32,0.24805329971498646,31.0,entropy
0.5100599978159196,0.6483701366982124,0.20831212685324066,0.8068808421549258,345,9.0,41,4,0.11295914324310019,14.0,gini
0.5100599978159196,0.6483701366982124,0.21381207320104648,0.7988995969465986,931,27.0,29,35,0.15931813122673305,10.0,gini
0.5100599978159196,0.6483701366982124,0.22462120463056529,0.766809247627831,448,21.0,20,16,0.40274279880107916,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22262499731800148,0.7714702770304664,276,15.0,32,28,0.38398535939643214,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22040234285348456,0.5676896532458442,1,9.0,53,60,0.17886824665309764,10.0,gini
0.5100599978159196,0.6483701366982124,0.21631928832125458,0.7946223075454685,724,30.0,60,10,0.2115148643813241,18.0,entropy
0.5939454206507385,0.6879074658254469,0.19226267500396138,0.841001444582655,345,30.0,41,53,0.028891347435114734,60.0,gini
0.5100599978159196,0.6483701366982124,0.22425568561170914,0.7613045952433238,965,11.0,29,10,0.4104386774757025,60.0,entropy
0.609656700817343,0.695583596214511,0.1883491162675637,0.8424861114236586,483,11.0,50,56,0.024009110642164433,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21939310323451736,0.7803370541707342,242,17.0,60,28,0.27646330878011965,14.0,gini
0.5100599978159196,0.6483701366982124,0.21332873035389815,0.8028185778586694,448,30.0,47,28,0.11188635703987981,2.0,gini
0.5100599978159196,0.6483701366982124,0.22548311493397208,0.7388524920869501,104,9.0,20,38,0.4254205395233675,47.0,gini
0.6632122188375364,0.6949526813880126,0.20702004574750632,0.6445066005292955,1,19.0,23,47,0.015694592022997222,60.0,gini
0.5100599978159196,0.6483701366982124,0.2116238894142415,0.8020065881621239,379,7.0,2,4,0.1390680093766174,47.0,gini
0.5100599978159196,0.6483701366982124,0.216036656834488,0.7931687768779865,1000,27.0,2,32,0.21286572475071053,35.0,entropy
0.6778417590592769,0.7323869610935857,0.17926551108992358,0.8512318721511856,965,7.0,41,38,0.010516195660503769,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21206930980173846,0.7963262310040241,448,25.0,20,38,0.1644510288742846,60.0,entropy
0.5100599978159196,0.6483701366982124,0.2226233002311836,0.7724966007252303,276,,11,4,0.36440510577284785,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22558381059827803,0.756352331071224,448,17.0,2,7,0.4391123556056004,22.0,entropy
0.5100599978159196,0.6483701366982124,0.20814102456176634,0.8127001663117854,827,,23,10,0.09929514708890602,14.0,gini
0.5100599978159196,0.6483701366982124,0.21272445903915332,0.8030203749396676,724,27.0,17,60,0.14895685337592096,18.0,gini
0.5100599978159196,0.6483701366982124,0.2081017235770547,0.8158019439157006,242,23.0,38,19,0.09311982241161454,14.0,gini
0.5100599978159196,0.6483701366982124,0.21464927292891595,0.7990023172199916,1000,19.0,29,13,0.18212996502391626,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22188052123305946,0.7678095941996316,104,9.0,11,13,0.3469035689774092,10.0,entropy
0.5248868987021872,0.6548895899053627,0.20965541611008498,0.8199437885370771,35,19.0,50,35,0.015393048126063569,2.0,gini
0.5352268385468075,0.6595162986330179,0.19806653806817087,0.830116284393347,379,17.0,26,13,0.04858131509277841,47.0,entropy
0.5100599978159196,0.6483701366982124,0.2184240018319987,0.7904224584637626,689,3.0,38,19,0.257976641081687,18.0,gini
0.5749361326573248,0.6780757097791799,0.19039237458595004,0.8260932070569119,35,15.0,47,44,0.032702667600747304,47.0,gini
0.5100599978159196,0.6483701366982124,0.22484183702239033,0.755265123305067,345,15.0,17,56,0.4280204314188814,14.0,gini
0.5100599978159196,0.6483701366982124,0.22628265293864097,0.7490940319230166,758,27.0,60,50,0.4612870794678186,43.0,gini
0.5100599978159196,0.6483701366982124,0.21741010133256747,0.7910150157349224,483,,35,32,0.2289330429711366,51.0,gini
0.5100599978159196,0.6483701366982124,0.22568684571517045,0.7389068409568137,69,19.0,5,7,0.40155908979570126,14.0,entropy
0.5100599978159196,0.6483701366982124,0.2263622256880774,0.7487513945804822,207,1.0,38,10,0.4475177483790725,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22796906222867772,0.5017700817649496,1,19.0,23,7,0.17246342229696682,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22353463168337523,0.7714967573275735,965,25.0,23,28,0.3875961457100453,22.0,gini
0.5100599978159196,0.6483701366982124,0.22605316203911724,0.744732706377542,173,27.0,35,16,0.4348504595350644,2.0,gini
0.7427439782515841,0.7706098843322818,0.16233527111773824,0.8585474058426592,931,7.0,23,25,0.0013659603545774224,18.0,gini
0.5100599978159196,0.6483701366982124,0.22023717610178334,0.7779530272023459,896,21.0,53,13,0.2973968715466328,14.0,gini
0.5100599978159196,0.6483701366982124,0.22653404032753066,0.7598802850502137,1000,23.0,2,44,0.45396186954552237,60.0,gini
0.5101814039042263,0.648422712933754,0.20296651395585508,0.8240612928670421,517,21.0,23,16,0.0690018997174009,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21098165290781634,0.8066252903132939,827,7.0,17,41,0.13107180309834593,51.0,gini
0.5100599978159196,0.6483701366982124,0.2265144542728501,0.7456340185781108,483,5.0,14,50,0.4603776014122842,43.0,gini
0.5100599978159196,0.6483701366982124,0.21548552533825288,0.7992864772397482,586,7.0,38,38,0.19269764399927014,18.0,gini
0.5100599978159196,0.6483701366982124,0.22005583786219365,0.7786344826137934,379,27.0,26,7,0.3041540749381717,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21511650995428044,0.7955154537752951,448,15.0,53,56,0.19079812488509595,43.0,gini
0.5175302340220314,0.6516298633017876,0.20867355566461696,0.8197713453019103,242,11.0,5,38,0.012021850722375826,2.0,gini
0.5100599978159196,0.6483701366982124,0.20924748102650093,0.8079726269870893,621,30.0,53,25,0.11458717061177037,51.0,entropy
0.5100599978159196,0.6483701366982124,0.2173530063947486,0.7859823225102313,689,1.0,53,19,0.22340984331128294,10.0,gini
0.5100599978159196,0.6483701366982124,0.2279518455046718,0.5203299025505668,517,27.0,53,22,0.4953325682486998,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22601160587232305,0.7460989878609663,517,23.0,44,44,0.44996400080113064,2.0,entropy
0.5100599978159196,0.6483701366982124,0.2122672238137403,0.8034137722473293,517,5.0,41,28,0.14538711655078151,39.0,gini
0.5100599978159196,0.6483701366982124,0.21393354412909146,0.7970724685708943,552,19.0,5,19,0.17755863329155447,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21986131625232436,0.7875988391639133,414,17.0,26,7,0.29283513237206665,39.0,gini
0.5100599978159196,0.6483701366982124,0.22561916881877891,0.7537534669304737,896,15.0,56,60,0.4415087605959709,43.0,gini
0.581455572256245,0.667192429022082,0.21033002453404218,0.6495660044199787,1,7.0,11,50,0.21905476191158563,2.0,gini
0.5100599978159196,0.6483701366982124,0.21700897803968683,0.7954432028181243,862,15.0,32,35,0.21802733014358439,51.0,entropy
0.5403559839858355,0.6618296529968454,0.19853378182805553,0.8326947427007496,448,3.0,44,4,0.042969370197141754,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2078289149854718,0.8128324768622344,276,3.0,35,16,0.08893924543954196,10.0,entropy
0.5100599978159196,0.6483701366982124,0.20475257877760095,0.8210497653050298,173,7.0,32,38,0.08084043803355262,39.0,gini
0.5100599978159196,0.6483701366982124,0.22399592592279396,0.7629118062065161,655,21.0,23,16,0.40290000905070184,6.0,entropy
0.5100599978159196,0.6483701366982124,0.2214253120698608,0.7855055559155237,621,5.0,14,16,0.3174731160399419,14.0,entropy
0.5100599978159196,0.6483701366982124,0.21057476739605016,0.8032351514886388,758,15.0,5,53,0.14252241684107209,6.0,gini
0.5100599978159196,0.6483701366982124,0.21538740303987625,0.7922642940740781,414,,35,28,0.1935458552643542,35.0,gini
0.5100599978159196,0.6483701366982124,0.2269720607574157,0.7385683381295327,414,3.0,26,1,0.476173728786796,55.0,gini
0.5100599978159196,0.6483701366982124,0.21732690665334195,0.7916563020876175,586,27.0,26,10,0.25106285074249596,26.0,gini
0.5100599978159196,0.6483701366982124,0.21905645126093584,0.7809281807298707,207,5.0,8,38,0.26462083516976814,,gini
0.6185240732265654,0.7003680336487907,0.18970530977293779,0.8426961835975025,379,5.0,56,19,0.022639318742287362,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21458044875401577,0.7936010701531939,379,25.0,29,38,0.1926160306723671,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2233737783601333,0.7712837388569358,552,15.0,44,35,0.387561653940172,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21534568515081562,0.7904741338420913,345,11.0,35,4,0.2264674024008938,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22192197761080865,0.7801486548591055,138,30.0,20,38,0.33857325931913407,,gini
0.5100599978159196,0.6483701366982124,0.220861531172763,0.7892054560178754,1000,7.0,44,38,0.3177407688145324,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21683537886023962,0.7865678777797522,69,25.0,29,35,0.22806647463277235,6.0,gini
0.5100599978159196,0.6483701366982124,0.2165691182055856,0.7979898823440631,965,30.0,60,47,0.21913900936472758,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21758735832555356,0.7906348040147622,931,30.0,47,35,0.24515264795423042,39.0,gini
0.5100599978159196,0.6483701366982124,0.21147617216003628,0.800467875568211,448,25.0,60,19,0.1403190658155048,55.0,gini
0.5100599978159196,0.6483701366982124,0.22293830779826385,0.7719147192331927,1000,30.0,20,4,0.3734727641443775,47.0,gini
0.5100599978159196,0.6483701366982124,0.21383215112212303,0.7979835290127059,104,21.0,56,7,0.1539411488756101,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22726140097555006,0.7322568490366992,483,15.0,35,41,0.4818401346811633,14.0,gini
0.5100599978159196,0.6483701366982124,0.22344744132541422,0.7644856379307268,311,9.0,17,35,0.3841241345187309,,gini
0.5100599978159196,0.6483701366982124,0.20807575252805147,0.8147883329459903,689,11.0,38,22,0.09605786494134733,55.0,gini
0.6237905780190928,0.7028391167192429,0.1882008819031108,0.8428779688971937,552,5.0,26,41,0.02219064612862115,60.0,gini
0.5100599978159196,0.6483701366982124,0.21842886598091765,0.7842428676823203,517,5.0,35,50,0.2725564543310497,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22330768588541533,0.7581093545577926,138,,2,28,0.38978337579983763,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22247071837006788,0.7695665085640966,517,3.0,8,60,0.37725248956923696,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2120898988551084,0.8017279691202877,1000,21.0,35,53,0.15370223168538588,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22782482831571643,0.5095780835093514,1,17.0,60,10,0.4365713334006662,18.0,gini
0.6222230167742638,0.7021030494216615,0.18724111336711396,0.8447350331032812,965,30.0,23,44,0.02195985327393929,39.0,entropy
0.5431134547403527,0.6631440588853839,0.200538518470748,0.8248297246572887,104,3.0,47,13,0.04646066443338703,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22560869273103176,0.7219288420583164,35,1.0,35,47,0.47897928623916647,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21972367506910348,0.7882971418156676,483,27.0,29,1,0.27866828432089824,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2208030295034126,0.781432155102375,724,,53,28,0.3313230329495516,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21822470941380268,0.7893896965648943,655,9.0,41,10,0.2617343748449216,51.0,gini
0.5100599978159196,0.6483701366982124,0.22302074884043493,0.7494436227684771,69,30.0,2,35,0.3983877270550967,35.0,gini
0.5100599978159196,0.6483701366982124,0.22501634062216572,0.7629404871327097,552,1.0,47,22,0.4236225246575013,60.0,entropy
0.5721000736369557,0.6767087276550999,0.1973254465813866,0.8311802188397711,138,13.0,5,13,0.04284525862079319,39.0,gini
0.5100599978159196,0.6483701366982124,0.21906560461121855,0.7779960576851448,242,11.0,14,16,0.2935848689637608,60.0,gini
0.5100599978159196,0.6483701366982124,0.22768457299788641,0.683026848547832,448,5.0,53,50,0.4883059980157882,31.0,gini
0.5100599978159196,0.6483701366982124,0.21923509723753698,0.7843445331087132,517,30.0,26,28,0.28275842579081156,60.0,gini
0.5100599978159196,0.6483701366982124,0.2108363633994092,0.7937901181351041,173,21.0,50,19,0.13118245147382362,51.0,gini
0.5100599978159196,0.6483701366982124,0.22001851468998115,0.7727431378686483,138,3.0,17,41,0.34300220383645474,60.0,gini
0.5100599978159196,0.6483701366982124,0.22559458344060368,0.7512047322715867,724,5.0,32,10,0.44043094706204067,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2279901058131293,0.4970020520775297,1,5.0,35,4,0.4423585440377229,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22000314991867623,0.7838690638545691,689,,8,47,0.3118068309395343,31.0,entropy
0.5100599978159196,0.6483701366982124,0.2248012172269503,0.7574650309732178,552,15.0,2,44,0.42074845609669387,60.0,gini
0.5100599978159196,0.6483701366982124,0.21887130425723308,0.773991816036235,104,7.0,20,38,0.2840671092926896,60.0,entropy
0.5100599978159196,0.6483701366982124,0.2270084981371974,0.7329505867471254,448,17.0,14,32,0.46625817845486306,18.0,gini
0.5100599978159196,0.6483701366982124,0.21770673525424555,0.7908679494511498,793,11.0,53,7,0.2488445630379642,,entropy
0.5100599978159196,0.6483701366982124,0.214085583106184,0.7974640714261881,758,23.0,26,38,0.18401324455686102,60.0,entropy
0.584859498272555,0.6831230283911672,0.19432052716908432,0.8370875257237171,311,,32,16,0.03382798585849034,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21203138026559976,0.801637209841902,655,7.0,50,19,0.14895712722692428,14.0,entropy
0.5100599978159196,0.6483701366982124,0.21021906136070248,0.8044680857616315,758,17.0,17,16,0.1252429947356815,22.0,gini
0.5100599978159196,0.6483701366982124,0.21615400266597004,0.7925535464586627,655,7.0,38,19,0.2242044841021108,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2093866167726793,0.8079011823210165,621,19.0,53,47,0.11185697097993924,60.0,gini
0.5100599978159196,0.6483701366982124,0.22174873614625623,0.7766115164364078,586,5.0,56,28,0.3560005682140066,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2173735219069437,0.7927922995587005,931,21.0,20,32,0.24492428898458646,51.0,entropy
0.6247418333296484,0.7035226077812828,0.18803336998626993,0.8457959060684693,483,25.0,11,25,0.021692454079736023,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22125209844635063,0.7771247176889936,483,23.0,47,7,0.3226152334608023,,gini
0.5100599978159196,0.6483701366982124,0.21387885617682934,0.794039322707718,448,7.0,20,22,0.19008990567132694,55.0,entropy
0.5100599978159196,0.6483701366982124,0.2132019420572335,0.810439344260546,896,15.0,41,35,0.08503659725146367,2.0,gini
0.5100599978159196,0.6483701366982124,0.22717034331954608,0.7355906869183064,414,9.0,23,41,0.4768507550267553,35.0,gini
0.5100599978159196,0.6483701366982124,0.21461904715841684,0.7961799043256196,173,21.0,50,19,0.1699913094809069,,gini
0.5100599978159196,0.6483701366982124,0.21576774772118495,0.7926887851188879,689,,41,41,0.16885000585230076,2.0,gini
0.5100599978159196,0.6483701366982124,0.2243459839575552,0.7560641395959785,276,23.0,23,60,0.42022965812250856,60.0,entropy
0.5100599978159196,0.6483701366982124,0.22355116291251464,0.7674317831657476,173,19.0,29,44,0.3654959946582099,43.0,gini
0.5100599978159196,0.6483701366982124,0.22072581141672032,0.7696589228610516,173,25.0,38,41,0.3122432262146989,55.0,gini
0.5100599978159196,0.6483701366982124,0.2049803498497541,0.8190603966108323,311,3.0,5,35,0.07722898802411526,60.0,gini
0.5100599978159196,0.6483701366982124,0.20667959224886634,0.8146364895390217,896,9.0,5,13,0.08862565566668873,31.0,gini
0.5100599978159196,0.6483701366982124,0.2202391437488483,0.783197641614301,448,5.0,23,60,0.2990480142368556,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21237212418326798,0.8151466111233544,931,15.0,41,16,0.06381743874300372,2.0,gini
0.5100599978159196,0.6483701366982124,0.2198759167584853,0.783240162860617,276,1.0,5,13,0.29921191798139923,,entropy
0.5100599978159196,0.6483701366982124,0.21583811979816825,0.7962653044962574,276,,23,35,0.16201692975573595,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21169225364024594,0.8038370083879494,862,5.0,14,1,0.13763078067915097,22.0,gini
0.5100599978159196,0.6483701366982124,0.20725893996050126,0.8136315295271803,311,3.0,38,10,0.09440247632302079,35.0,entropy
0.5228808641146521,0.6539957939011567,0.20894608439408174,0.8262571569550259,138,23.0,35,44,0.015536686821810197,2.0,entropy
0.5100599978159196,0.6483701366982124,0.2264343316905889,0.7425631831528664,827,7.0,11,13,0.46511541307209214,39.0,gini
0.5100599978159196,0.6483701366982124,0.2060131905032766,0.8186972867492205,621,15.0,29,50,0.0857316610083722,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22034953891779,0.7885245825909797,724,15.0,44,38,0.29799938636984985,2.0,gini
0.5100599978159196,0.6483701366982124,0.22496886562202173,0.7628226534479868,862,1.0,53,7,0.42053549288375297,,entropy
0.5100599978159196,0.6483701366982124,0.2245286058956902,0.7631973545019222,931,13.0,50,1,0.4162073479837353,,gini
0.5100599978159196,0.6483701366982124,0.22039361016600229,0.7855778250597115,758,23.0,26,7,0.30935170879457347,55.0,gini
0.5100599978159196,0.6483701366982124,0.21962861552026813,0.7767290955028889,276,25.0,2,38,0.30645786646762174,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22405601567651742,0.7557469701399245,379,27.0,41,60,0.4083199505514288,31.0,gini
0.5100599978159196,0.6483701366982124,0.22196358809737812,0.7816995648792499,621,,35,44,0.3416934331921273,39.0,gini
0.5100599978159196,0.6483701366982124,0.2163195466538646,0.7898057003349904,414,11.0,32,38,0.19666015565630351,2.0,gini
0.5100599978159196,0.6483701366982124,0.2269646183975509,0.7332012523434578,965,21.0,60,10,0.47605936367518387,35.0,gini
0.5100599978159196,0.6483701366982124,0.22466876529239124,0.7610736928723965,862,27.0,35,50,0.41274719706380025,51.0,gini
0.5100599978159196,0.6483701366982124,0.22320787789455027,0.7535984589825048,69,1.0,29,44,0.37953173810428525,,entropy
0.5100599978159196,0.6483701366982124,0.21581758462972614,0.793905569320568,827,,23,16,0.1982912260142511,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21481108326738246,0.7948143200111897,69,,11,35,0.17166439755885055,31.0,gini
0.5100599978159196,0.6483701366982124,0.2201298493914459,0.7850741659288396,621,17.0,2,50,0.3123799034346507,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22203037538926002,0.7736271724028356,586,17.0,60,25,0.3494021236483691,22.0,gini
0.5100599978159196,0.6483701366982124,0.2047098599703167,0.8209610611595926,724,15.0,8,10,0.0725121366543538,10.0,gini
0.5100599978159196,0.6483701366982124,0.22796656553359343,0.5020491676068951,1,1.0,8,25,0.2525864408023382,39.0,gini
0.5100599978159196,0.6483701366982124,0.22756200950509553,0.6904583790352868,276,5.0,29,47,0.48304395612250506,55.0,gini
0.5100599978159196,0.6483701366982124,0.2100543237050343,0.8225248657749629,793,7.0,2,16,0.034253779416286156,2.0,gini
0.5100599978159196,0.6483701366982124,0.22291040267427162,0.7695783361876443,793,7.0,60,25,0.3751337024900965,51.0,gini
0.5100599978159196,0.6483701366982124,0.2215211399003429,0.7710910959079502,207,23.0,44,25,0.34543357186833124,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2232704277763175,0.772714238698248,621,11.0,47,4,0.3689476721672408,26.0,gini
0.5100599978159196,0.6483701366982124,0.21114021179322065,0.8049176748902377,448,5.0,44,35,0.1344935879142099,22.0,gini
