f1,accuracy,brier_score,roc_auc,model__n_estimators,model__max_depth,model__min_samples_split,model__min_samples_leaf,model__min_weight_fraction_leaf,model__max_leaf_nodes,model__criterion
0.5100599978159196,0.6483701366982124,0.20758617601422594,0.8129553422883943,896,9.0,32,32,0.09913581599536297,43.0,entropy
0.5100599978159196,0.6483701366982124,0.21589799763081155,0.7791179056568123,104,15.0,8,60,0.22287098585773202,43.0,gini
0.5100599978159196,0.6483701366982124,0.2215851560098959,0.7828725304940507,965,25.0,29,44,0.33867900127094014,31.0,gini
0.5100599978159196,0.6483701366982124,0.22617114305599448,0.7495210388385452,1000,3.0,50,25,0.45429110300616976,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21297093034491546,0.798936850020253,827,27.0,29,13,0.16384009029482188,18.0,entropy
0.5192012272018725,0.6523659305993691,0.20109614691129857,0.8248554895983841,173,30.0,32,32,0.060283293439283236,10.0,gini
0.5100599978159196,0.6483701366982124,0.21647909824445924,0.7892166107217851,242,23.0,50,28,0.2296988446266512,18.0,gini
0.5100599978159196,0.6483701366982124,0.21929331402744318,0.7847957772558886,621,3.0,2,10,0.27613306878393395,26.0,gini
0.5100599978159196,0.6483701366982124,0.2050695458345215,0.8197455500491195,965,21.0,50,1,0.08036154697867726,6.0,gini
0.5100599978159196,0.6483701366982124,0.2216996146094881,0.7822204592401298,896,7.0,5,60,0.33509486278218076,2.0,entropy
0.5100599978159196,0.6483701366982124,0.2279901058131293,0.4970020520775297,1,21.0,41,28,0.4393583229309219,39.0,entropy
0.5735696158111961,0.6646687697160883,0.22212501230369008,0.5610921551198345,1,,44,50,0.25775954260852707,22.0,entropy
0.5100599978159196,0.6483701366982124,0.21538935614041013,0.793076847568158,414,1.0,41,35,0.18264178958529048,35.0,gini
0.5100599978159196,0.6483701366982124,0.21509645426022092,0.7935523350093195,862,17.0,35,22,0.2084775850325683,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22570204446500555,0.7410986311529347,242,15.0,17,32,0.4563497394024682,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22081066106948397,0.7749243917194462,758,30.0,38,56,0.32096836801635004,26.0,gini
0.5536231843524669,0.6680336487907466,0.19708894488793863,0.8337649516681231,655,30.0,35,44,0.042418522380284596,26.0,entropy
0.6150493302709319,0.6985804416403786,0.1881269237017077,0.8427307631796223,793,3.0,60,60,0.010445608668400719,47.0,gini
0.6141538823938364,0.6661409043112513,0.22060697338753452,0.5709048329646137,1,11.0,53,44,0.12368857539715428,47.0,gini
0.5100599978159196,0.6483701366982124,0.22776758462188768,0.6451195454467856,311,19.0,32,13,0.4944316962930414,10.0,gini
0.5100599978159196,0.6483701366982124,0.21130650100375498,0.808579279196613,1000,13.0,53,38,0.13254781749599137,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21729129828041827,0.7906853517980219,758,21.0,44,10,0.23264362414306283,22.0,gini
0.5100599978159196,0.6483701366982124,0.2104447668277555,0.8069092199641653,276,30.0,35,25,0.12348645894698973,10.0,gini
0.5100599978159196,0.6483701366982124,0.2254791749033512,0.5372407428567216,1,17.0,32,35,0.2679971870651699,43.0,entropy
0.7532511116296156,0.7779705573080967,0.16072544994741894,0.8629136964438416,862,9.0,2,41,0.001580305306646379,47.0,gini
0.5100599978159196,0.6483701366982124,0.2161582678676248,0.7958418137373962,862,11.0,23,38,0.21915129291126928,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22575733059220712,0.7253855089920492,104,21.0,44,4,0.4590043237757503,26.0,gini
0.5100599978159196,0.6483701366982124,0.21879819409661438,0.789296724532744,448,17.0,20,53,0.2767324502201786,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21906101124638486,0.785623134982005,311,27.0,11,60,0.2619769997806745,43.0,entropy
0.7551399168906926,0.7794952681388012,0.16094037599193436,0.8647501244476966,483,27.0,56,50,0.0025829372087343705,47.0,gini
0.5100599978159196,0.6483701366982124,0.21101767020603743,0.7972532050859241,69,19.0,38,10,0.14200245159245578,14.0,gini
0.5100599978159196,0.6483701366982124,0.22538041165728442,0.7537188994730324,104,25.0,60,47,0.3949354097174832,6.0,entropy
0.5100599978159196,0.6483701366982124,0.22759022408115323,0.7288551796431115,379,23.0,8,28,0.48865124615896544,35.0,entropy
0.5100599978159196,0.6483701366982124,0.22754368863288216,0.7125763442485182,483,25.0,5,38,0.488743876944626,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2208757229276001,0.7818185504083981,242,17.0,17,4,0.298684964273917,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22443753691331098,0.7653803785557315,379,21.0,29,28,0.3933966085494896,60.0,entropy
0.5100599978159196,0.6483701366982124,0.20666563044808617,0.7959171140511245,35,27.0,29,7,0.12418371363029429,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21452722382328976,0.7909752710399055,311,27.0,11,4,0.1993569093020074,55.0,gini
0.5100599978159196,0.6483701366982124,0.21666890888848414,0.7914230596538046,586,30.0,56,16,0.23874275460725775,47.0,entropy
0.5100599978159196,0.6483701366982124,0.2157915392118491,0.7913075660319672,276,7.0,29,10,0.20051729546242775,51.0,entropy
0.5446391053997892,0.6637749737118822,0.1992178111132755,0.8326869465326913,311,9.0,17,16,0.046177289540898,18.0,gini
0.5100599978159196,0.6483701366982124,0.22633527021361968,0.7504844597030016,1000,11.0,35,28,0.4577015677004683,47.0,gini
0.5100599978159196,0.6483701366982124,0.21911161278986066,0.7793882981045152,138,1.0,44,25,0.2551766616446648,39.0,gini
0.5100599978159196,0.6483701366982124,0.21370529920893128,0.8064860444469363,1000,1.0,32,28,0.09609158927480449,39.0,gini
0.5100599978159196,0.6483701366982124,0.2188883538737114,0.7740852609308339,104,9.0,23,22,0.29273281433212317,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22705959851291535,0.7365686573965581,965,11.0,29,4,0.47682018184052277,35.0,entropy
0.5100599978159196,0.6483701366982124,0.21175258621204798,0.8017253016910919,1000,27.0,56,7,0.1470264551697988,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22371085963096313,0.7672738107339678,655,11.0,38,16,0.3769280385679514,51.0,gini
0.5100599978159196,0.6483701366982124,0.22508260837254596,0.7633073920185862,414,30.0,2,1,0.41810941922277634,10.0,entropy
0.5112726927107228,0.6488958990536278,0.20973684971456272,0.8244558420191295,1000,30.0,5,25,0.023880589654892426,2.0,gini
0.5100599978159196,0.6483701366982124,0.2130562031439555,0.7993896885626067,965,15.0,8,4,0.16425014334116483,60.0,gini
0.5100599978159196,0.6483701366982124,0.21077493751649798,0.8043332654028031,552,23.0,60,28,0.13640994688525376,22.0,gini
0.7192233453172442,0.7562039957939012,0.17059565713746727,0.8571831734298445,379,,56,28,0.006882655719944286,31.0,gini
0.5100599978159196,0.6483701366982124,0.2180682561033746,0.789442699595482,552,9.0,35,35,0.24524194536774024,14.0,entropy
0.5100599978159196,0.6483701366982124,0.2211223436225362,0.7789589875001357,1000,13.0,23,10,0.32659834887929645,10.0,entropy
0.6340910036105377,0.7083070452155625,0.1868707458628265,0.844700174653564,345,13.0,60,16,0.019646591816444292,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22326354334346576,0.7562259131143623,311,30.0,35,16,0.398714178525782,14.0,gini
0.563795749520221,0.6728706624605678,0.19563057632245764,0.8362038913039092,621,27.0,60,50,0.03879762256186664,,gini
0.5100599978159196,0.6483701366982124,0.21676703444243955,0.784448053610865,586,15.0,5,19,0.26025384349527797,22.0,entropy
0.5100599978159196,0.6483701366982124,0.20882008075622616,0.8085821345583203,379,23.0,5,50,0.11403030403230918,35.0,entropy
0.5100599978159196,0.6483701366982124,0.2168112543593871,0.7929043376472614,965,,14,44,0.23458294114773232,55.0,gini
0.5929529334330109,0.6871188222923239,0.19288532559034569,0.8372446615527036,207,30.0,56,47,0.03042064137836209,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21934827110536217,0.7816449977651793,483,27.0,2,25,0.2911392051707326,39.0,gini
0.5100599978159196,0.6483701366982124,0.21215372829499216,0.8031562865195306,1000,21.0,26,1,0.14664317211061223,,gini
0.5100599978159196,0.6483701366982124,0.21450905452436486,0.7960838344381986,311,13.0,20,13,0.19442716406460314,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2227006284666112,0.7683571325407739,552,17.0,60,10,0.35888963874988905,26.0,entropy
0.5100599978159196,0.6483701366982124,0.2222357271887656,0.7689937812040717,242,30.0,53,60,0.377184140821418,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2224632625679832,0.7755513224531967,689,23.0,60,25,0.3410707138537548,47.0,gini
0.5100599978159196,0.6483701366982124,0.22555590889539123,0.7521911415258393,586,21.0,60,41,0.4330862308226631,31.0,gini
0.6772516849062575,0.7320189274447949,0.18003595298831754,0.8510062682646151,931,25.0,56,32,0.01196734329162391,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22527361742209054,0.754026120630654,173,13.0,20,35,0.42071491325471416,,gini
0.5438770269803308,0.663459516298633,0.1976731428498195,0.8330361251390943,552,11.0,29,19,0.046612431408187716,,gini
0.5100599978159196,0.6483701366982124,0.20732516394921333,0.8168184102471184,345,11.0,38,13,0.08408128951101557,6.0,gini
0.5684409629150089,0.6751314405888539,0.19580549244093992,0.8370700783118413,758,19.0,11,13,0.03720221894949216,35.0,gini
0.5100599978159196,0.6483701366982124,0.22129698821177432,0.7821702630725371,552,23.0,32,16,0.306900331773027,2.0,gini
0.5100599978159196,0.6483701366982124,0.22526185873880297,0.7583365043408289,689,23.0,26,7,0.4342280600343922,60.0,entropy
0.5100599978159196,0.6483701366982124,0.2266743565222434,0.7422241347150682,1000,23.0,47,7,0.4657056705230409,47.0,entropy
0.5100599978159196,0.6483701366982124,0.21323265064196453,0.8009549178276612,621,7.0,23,35,0.16021060939957116,47.0,gini
0.5100599978159196,0.6483701366982124,0.2215488218554182,0.7798951823997784,448,21.0,23,41,0.3271120958953274,26.0,gini
0.5103027795994325,0.6484752891692955,0.2034023193541086,0.8231793074034643,1000,9.0,2,53,0.06618910366495445,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21482173030387014,0.7996591534724302,862,15.0,14,10,0.20122507747890833,31.0,gini
0.6413799342201986,0.7123028391167192,0.1850428534802063,0.8475480190603821,552,27.0,11,60,0.018114895688848387,47.0,gini
0.5100599978159196,0.6483701366982124,0.21714069134525626,0.7892333003412758,414,3.0,35,53,0.19528078148866984,2.0,gini
0.5100599978159196,0.6483701366982124,0.21818864963337767,0.7799445298398999,104,5.0,2,16,0.25802807504659997,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22603599856608714,0.7429743734257317,965,17.0,17,10,0.4480424874206236,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22666104032177856,0.7402126384832239,586,17.0,56,35,0.4715233734729604,60.0,gini
0.5100599978159196,0.6483701366982124,0.21371669360584222,0.7976183094570939,345,15.0,29,13,0.18886172063203582,22.0,gini
0.5100599978159196,0.6483701366982124,0.22363253755282353,0.7680675952262523,414,27.0,41,32,0.401059978665708,43.0,entropy
0.5100599978159196,0.6483701366982124,0.2191141564116794,0.7852424988981092,345,30.0,8,41,0.28578457705477134,6.0,gini
0.5100599978159196,0.6483701366982124,0.22524480075001474,0.7606418482102811,552,,50,44,0.4351269782369001,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21387961525584118,0.7965266337470338,345,30.0,17,47,0.19497663088861128,43.0,gini
0.5100599978159196,0.6483701366982124,0.21657204170805047,0.7904092668139218,379,17.0,26,1,0.2132941848899222,2.0,gini
0.5100599978159196,0.6483701366982124,0.21907003742582318,0.7841406930194444,414,5.0,35,38,0.28896318074873656,39.0,gini
0.5100599978159196,0.6483701366982124,0.21333584858035645,0.7967169245084559,448,,26,32,0.17375987510995206,10.0,gini
0.5100599978159196,0.6483701366982124,0.21401185061531325,0.7976905179778908,689,,11,25,0.17764787661851822,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2174194533203586,0.7972893548138658,689,19.0,14,41,0.23510803940980307,51.0,entropy
0.5100599978159196,0.6483701366982124,0.217792465300649,0.784784101190818,276,30.0,50,28,0.2565361705459518,6.0,entropy
0.5100599978159196,0.6483701366982124,0.219260205659454,0.789064070145822,138,9.0,5,38,0.21658452709404935,2.0,gini
0.5100599978159196,0.6483701366982124,0.20324211326034736,0.8232821731729953,483,7.0,35,32,0.07024713069161165,51.0,entropy
0.5100599978159196,0.6483701366982124,0.212781884007671,0.796475025054435,242,19.0,17,38,0.1706537198171284,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22248703059680114,0.7706004162450513,724,,11,38,0.3578350658297014,26.0,gini
0.5100599978159196,0.6483701366982124,0.2248358906497578,0.7584070699677348,552,21.0,11,41,0.4122818789415915,2.0,entropy
0.6888698663392636,0.7386961093585699,0.17681644305678357,0.8534022259163153,724,27.0,35,35,0.010219402984353976,47.0,gini
0.5885203930819205,0.6668243953732913,0.2217731980277752,0.5706001701140846,1,17.0,35,41,0.231464859480071,18.0,gini
0.5100599978159196,0.6483701366982124,0.20854627242691903,0.8118771067840774,207,25.0,14,19,0.10837925623612177,14.0,gini
0.5100599978159196,0.6483701366982124,0.21223805852352712,0.8049480653960521,896,30.0,8,44,0.14653597165576437,43.0,entropy
0.5100599978159196,0.6483701366982124,0.214308672296948,0.7990769991751339,793,13.0,41,4,0.17904293707703395,18.0,entropy
0.5100599978159196,0.6483701366982124,0.22038450093693746,0.5753393430674777,1,9.0,53,16,0.2040704959130586,10.0,entropy
0.5100599978159196,0.6483701366982124,0.20753132948428973,0.8158910360508391,965,25.0,8,50,0.09206296042668405,35.0,entropy
0.5960891499335459,0.6706098843322819,0.2194094219163272,0.5896713128271723,1,21.0,23,32,0.12950520257539883,51.0,entropy
0.5100599978159196,0.6483701366982124,0.22684915528494012,0.7376068754005993,689,11.0,60,56,0.4740137917318013,26.0,entropy
0.5100599978159196,0.6483701366982124,0.2245060466235253,0.7650105879964522,311,7.0,20,44,0.4173143791140431,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21412784166044457,0.8008948764214003,862,13.0,41,53,0.17946641251956874,55.0,gini
0.5100599978159196,0.6483701366982124,0.2210870489920484,0.7597542308336968,35,1.0,20,25,0.3484269711552282,35.0,gini
0.5100599978159196,0.6483701366982124,0.21626507708321474,0.795185674653952,827,25.0,5,7,0.20664809085904062,43.0,gini
0.5382424524690266,0.6609358569926393,0.19920078403842073,0.827736355566178,207,19.0,8,13,0.05142586892021345,26.0,gini
0.5100599978159196,0.6483701366982124,0.22302307096719354,0.7680327792129086,379,25.0,47,32,0.370074381668321,60.0,gini
0.5100599978159196,0.6483701366982124,0.2166137518518051,0.7952619813159679,965,11.0,20,38,0.22265380916689792,47.0,gini
0.5100599978159196,0.6483701366982124,0.22456133162421532,0.7528616786646016,69,19.0,2,22,0.38612427591778253,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21355919933485867,0.7767795584134015,35,19.0,23,35,0.1863072543683043,26.0,entropy
0.5100599978159196,0.6483701366982124,0.21904285564681994,0.7902767986426569,552,21.0,32,16,0.2706722855388168,35.0,gini
0.5100599978159196,0.6483701366982124,0.22061605221985073,0.7692104067664629,104,11.0,2,56,0.30856026905689327,18.0,gini
0.5100599978159196,0.6483701366982124,0.20984629072051014,0.8071134116691006,793,9.0,38,53,0.11716272875464867,39.0,gini
0.5100599978159196,0.6483701366982124,0.2190620351940846,0.7846526878665533,414,21.0,38,1,0.2756167769335153,2.0,entropy
0.5100599978159196,0.6483701366982124,0.22386034613573558,0.7638822472596288,655,13.0,32,56,0.39841649384314864,18.0,entropy
0.5100599978159196,0.6483701366982124,0.2205096783920298,0.7862111939975666,758,25.0,47,10,0.29777741335771996,18.0,gini
0.5100599978159196,0.6483701366982124,0.2174618075610593,0.7912946168756897,207,3.0,26,44,0.24464838441816245,51.0,entropy
0.5100599978159196,0.6483701366982124,0.22098153709320173,0.782737025090906,896,25.0,11,60,0.31664960855535024,10.0,entropy
0.5100599978159196,0.6483701366982124,0.22479971361089496,0.759922303122386,586,25.0,2,41,0.41346739305984165,39.0,gini
0.5100599978159196,0.6483701366982124,0.2181050539818741,0.7885145312327829,379,30.0,5,28,0.2619448814352112,43.0,gini
0.5239439199141749,0.6544689800210305,0.2081638155879692,0.8266703538621272,965,1.0,50,47,0.007442743337401636,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22126355697891803,0.7804696314641024,379,30.0,26,10,0.3280001085795169,10.0,gini
0.5100599978159196,0.6483701366982124,0.22705331958067757,0.7301234209789136,517,15.0,8,16,0.4786481800471766,51.0,gini
0.5100599978159196,0.6483701366982124,0.2192310966649759,0.7761007704311497,242,19.0,17,47,0.2912205374842872,31.0,gini
0.7491369553473266,0.7743953732912724,0.1643524215417768,0.8600139584144879,104,30.0,60,60,0.0027764309544384136,47.0,gini
0.5100599978159196,0.6483701366982124,0.21515204859089163,0.7877805214038399,173,13.0,20,28,0.18768794837729041,31.0,entropy
0.5100599978159196,0.6483701366982124,0.22190348651413935,0.7692816816870414,138,30.0,26,25,0.3341549384343563,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21555732726928756,0.8078096713125847,379,27.0,47,22,0.11067189047662385,2.0,entropy
0.5100599978159196,0.6483701366982124,0.22117971381582638,0.7881724758748003,586,21.0,32,50,0.30718206817219007,47.0,gini
0.5100599978159196,0.6483701366982124,0.22322908308180767,0.7699298730439499,517,1.0,8,47,0.3743944996213332,14.0,gini
0.5100599978159196,0.6483701366982124,0.21292936977155646,0.7908224334093276,104,3.0,35,44,0.16628229034955988,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22519707643030762,0.7483718618422992,173,25.0,29,16,0.41966981551888954,2.0,gini
0.5100599978159196,0.6483701366982124,0.22136587476021805,0.773934296563032,552,15.0,35,16,0.34235923155395925,39.0,gini
0.5100599978159196,0.6483701366982124,0.22386733717446636,0.7456551094557746,104,25.0,53,22,0.4107006291899425,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22067166318426282,0.7817635407435746,517,15.0,2,22,0.3162009501709472,26.0,gini
0.5100599978159196,0.6483701366982124,0.21947811855497645,0.7898383035945693,483,3.0,47,16,0.25476778441748343,35.0,gini
0.5100599978159196,0.6483701366982124,0.22033311547678727,0.7820730352783516,931,21.0,11,28,0.31341560157131715,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21916116554906145,0.7751181683258399,104,30.0,32,41,0.25713074348496384,14.0,gini
0.5100599978159196,0.6483701366982124,0.22120108471839856,0.7596467152500904,104,23.0,14,53,0.36047383862824445,2.0,entropy
0.5100599978159196,0.6483701366982124,0.21507411563010487,0.7932214464799245,104,5.0,60,4,0.20019113795721805,22.0,gini
0.5100599978159196,0.6483701366982124,0.2269289900944236,0.7439501857112705,896,3.0,32,60,0.47397651339014535,39.0,gini
0.5100599978159196,0.6483701366982124,0.21939119844706323,0.7797943353891615,345,21.0,47,28,0.27152448316437267,51.0,gini
0.5279389253680663,0.6562565720294427,0.2000041570990782,0.8308817880738173,862,25.0,14,53,0.053986766547957366,,gini
0.5100599978159196,0.6483701366982124,0.21842244348235884,0.7894472705991493,724,5.0,38,56,0.2521621460615503,10.0,entropy
0.5100599978159196,0.6483701366982124,0.21749247715238357,0.7828348106202868,104,1.0,14,16,0.19791339703847732,,gini
0.5100599978159196,0.6483701366982124,0.22276166310633902,0.780696290197673,965,7.0,20,53,0.37653614382628897,55.0,gini
0.5100599978159196,0.6483701366982124,0.2275545564297997,0.7297946967045708,965,7.0,23,28,0.48883493787900384,55.0,entropy
0.5100599978159196,0.6483701366982124,0.21490465869132766,0.7963933653470102,276,5.0,5,60,0.19045410823371928,26.0,entropy
0.5100599978159196,0.6483701366982124,0.2279900135722948,0.49791679235916364,276,21.0,50,16,0.49972880457868146,47.0,entropy
0.5547308744125603,0.6685594111461619,0.19616691436439426,0.8324457866840382,483,,8,28,0.04075164860897734,55.0,entropy
0.5100599978159196,0.6483701366982124,0.20401368320693164,0.8196228968048273,276,23.0,2,7,0.07653881143299907,39.0,entropy
0.5648035017937191,0.6733964248159832,0.19552852194962198,0.835188655627325,862,23.0,41,32,0.03837692929868386,22.0,gini
0.5100599978159196,0.6483701366982124,0.2226657361051507,0.7719666128557283,758,,8,25,0.36611294881987255,22.0,entropy
0.5100599978159196,0.6483701366982124,0.21402909473576573,0.8025201592173937,1000,21.0,26,28,0.17203037384487996,60.0,gini
0.5100599978159196,0.6483701366982124,0.2182551822865469,0.7836067767542179,207,,41,50,0.2731020992215759,35.0,gini
0.5100599978159196,0.6483701366982124,0.22732138753305905,0.732070874660703,379,13.0,47,44,0.477015843087079,26.0,gini
0.5100599978159196,0.6483701366982124,0.21257249847371962,0.7767037246138337,69,30.0,41,7,0.21006519946893393,10.0,gini
0.5100599978159196,0.6483701366982124,0.21260675586088604,0.8011712766471327,689,27.0,60,56,0.1466524903546756,39.0,entropy
0.5100599978159196,0.6483701366982124,0.22357434877359192,0.7767273980479462,207,11.0,17,1,0.3760755131185282,43.0,gini
0.5100599978159196,0.6483701366982124,0.22465522685935835,0.7597558555405706,586,,38,7,0.4215933275139018,35.0,gini
0.5100599978159196,0.6483701366982124,0.21959313577421916,0.7881770347537893,827,19.0,11,41,0.3012573804978383,2.0,entropy
0.6235439884989928,0.7025762355415353,0.1890388941114027,0.8419638409118069,448,30.0,26,28,0.02302436710896827,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22292375071160547,0.7522764507613909,69,11.0,8,35,0.3721974645606311,60.0,entropy
0.5100599978159196,0.6483701366982124,0.22177522637276179,0.7415415820202469,35,,17,10,0.3663718218415435,39.0,gini
0.5100599978159196,0.6483701366982124,0.2228777133390943,0.755506361964128,104,15.0,41,10,0.35813650271194863,,entropy
0.5100599978159196,0.6483701366982124,0.21231264635553088,0.7985821607476251,517,7.0,20,10,0.14922418093900586,35.0,entropy
0.5648035017937191,0.6733964248159832,0.19471127012136139,0.836238034397615,552,15.0,32,10,0.039276239045678674,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21198810958405603,0.7999358628774559,242,15.0,5,13,0.14135234883545367,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2169980577264144,0.7931261222602106,931,9.0,50,56,0.24412050105163202,6.0,entropy
0.5100599978159196,0.6483701366982124,0.21015297518405543,0.8087818946933872,896,7.0,47,47,0.12330335441957974,31.0,gini
0.7658334447403706,0.7863827549947424,0.1569225218022223,0.8663410762174728,276,30.0,14,32,0.0019928235665081506,39.0,entropy
0.5100599978159196,0.6483701366982124,0.20915641409758368,0.8107954339335016,483,5.0,2,19,0.10238766607923777,31.0,entropy
0.5100599978159196,0.6483701366982124,0.2256573731156191,0.7520738716386512,345,23.0,26,25,0.43676701121135664,43.0,entropy
0.5100599978159196,0.6483701366982124,0.22243669600203925,0.7780879930573124,793,3.0,8,10,0.34855598072114713,47.0,gini
0.5100599978159196,0.6483701366982124,0.22251834443071386,0.7777251196269246,724,21.0,2,60,0.3681992327655082,14.0,entropy
0.5100599978159196,0.6483701366982124,0.22778747352174342,0.6111197411875898,242,15.0,35,10,0.4975748106730573,39.0,gini
0.5283793111113064,0.6564143007360673,0.20830606663116116,0.8260727224131562,517,23.0,47,4,0.0020191544426834684,2.0,gini
0.5100599978159196,0.6483701366982124,0.2030329558988643,0.8253802032328853,655,30.0,41,35,0.06466021669732097,10.0,gini
0.5100599978159196,0.6483701366982124,0.22788984110108434,0.5643374404144816,173,30.0,56,60,0.4965561902117784,60.0,gini
0.5100599978159196,0.6483701366982124,0.22420969772232377,0.7669832428218026,621,27.0,44,28,0.39625830742371526,18.0,gini
0.5100599978159196,0.6483701366982124,0.2161620953014087,0.7966321730080996,689,5.0,11,4,0.22224918054983683,55.0,gini
0.5100599978159196,0.6483701366982124,0.22161312481114254,0.7788724233603943,276,,60,50,0.3346974935192626,18.0,entropy
0.5100599978159196,0.6483701366982124,0.21143571269887787,0.8034283279234636,552,21.0,53,22,0.1331323643169796,,entropy
0.5100599978159196,0.6483701366982124,0.22385658837235858,0.772608244761751,896,15.0,2,1,0.39251791815642206,39.0,entropy
0.5100599978159196,0.6483701366982124,0.2162707101157189,0.7923143204961768,689,9.0,53,10,0.22229662108599219,6.0,gini
0.5100599978159196,0.6483701366982124,0.22643803871078896,0.7452312428318904,965,15.0,60,16,0.46183224728481304,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22233138582034975,0.7776553117924038,311,,17,60,0.34998451491946125,60.0,gini
0.5100599978159196,0.6483701366982124,0.2165412227115812,0.7918596268780641,931,,29,60,0.24243280893365082,35.0,gini
0.5100599978159196,0.6483701366982124,0.2224762419408766,0.7760334117816178,827,9.0,32,25,0.3617727377997149,14.0,gini
0.5100599978159196,0.6483701366982124,0.20278211433133125,0.8241117557775547,931,15.0,26,25,0.06633946554684361,,entropy
0.5100599978159196,0.6483701366982124,0.2278164302916782,0.642059585857853,862,30.0,5,50,0.49659751638926436,55.0,entropy
0.5100599978159196,0.6483701366982124,0.22023771719108726,0.7687285841809615,138,19.0,41,28,0.3410535782514826,14.0,entropy
0.5232354759777862,0.6541535226077813,0.19993794781200563,0.8287914571845605,276,30.0,14,19,0.0532704844690558,31.0,gini
0.5100599978159196,0.6483701366982124,0.22408979487023473,0.7652871397806617,724,23.0,41,47,0.4026090622220283,47.0,entropy
0.5100599978159196,0.6483701366982124,0.22703605956659234,0.740024057301423,1000,5.0,38,10,0.482202016238979,,gini
0.5117569224374974,0.6491062039957939,0.20239604952100052,0.8254966486419584,862,,8,22,0.06298844321606462,10.0,gini
0.5100599978159196,0.6483701366982124,0.21953870013727173,0.7831694759869294,965,7.0,56,60,0.28201612416365823,31.0,entropy
0.5100599978159196,0.6483701366982124,0.21170140103358542,0.8158319161201185,69,1.0,23,7,0.06917611324338452,,gini
0.5100599978159196,0.6483701366982124,0.2178622287355999,0.78824242314312,655,25.0,11,22,0.26611820632561356,22.0,entropy
0.5100599978159196,0.6483701366982124,0.2216567099784519,0.7765315117475522,552,13.0,41,7,0.32702474135952225,60.0,gini
0.5100599978159196,0.6483701366982124,0.20936060890968122,0.808104185807492,724,5.0,5,1,0.12282126051720749,47.0,entropy
0.5100599978159196,0.6483701366982124,0.2194918227927042,0.7843178285050603,827,30.0,17,19,0.2734888386826136,39.0,gini
0.5100599978159196,0.6483701366982124,0.21863230205471978,0.7887811953419509,758,11.0,2,35,0.2574158877072094,39.0,gini
0.5100599978159196,0.6483701366982124,0.226378896806981,0.7443741553949191,242,13.0,29,4,0.46165899619291817,2.0,entropy
0.5100599978159196,0.6483701366982124,0.2259347167973654,0.7513382431651734,724,30.0,20,35,0.45014869363535226,22.0,gini
0.5100599978159196,0.6483701366982124,0.21354544611856632,0.7998010849550009,965,23.0,50,38,0.17326852382763602,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2261072872313114,0.7502792252757442,448,11.0,32,1,0.4438799918806469,60.0,gini
0.5100599978159196,0.6483701366982124,0.21582374388831743,0.7918785050019632,689,3.0,26,22,0.21731332663935193,10.0,entropy
0.5100599978159196,0.6483701366982124,0.2203317473476596,0.7851712057905135,689,25.0,11,38,0.30006703457180633,26.0,entropy
0.5100599978159196,0.6483701366982124,0.22453033829989372,0.7558404514085579,207,15.0,11,10,0.39154737272752865,39.0,entropy
0.5100599978159196,0.6483701366982124,0.21753027516997395,0.7859527928565664,173,25.0,14,44,0.26127459885125565,18.0,gini
0.5100599978159196,0.6483701366982124,0.22646715197857145,0.7406451621273165,242,30.0,14,53,0.46348803325609983,39.0,gini
0.5100599978159196,0.6483701366982124,0.2228537632648029,0.7775546587766374,621,30.0,32,28,0.35819508324766547,22.0,entropy
0.5100599978159196,0.6483701366982124,0.22682075117963627,0.7301806979585534,242,17.0,32,19,0.46545857877883073,10.0,gini
