mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__degree,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5860342025756836,0.021165661776635404,0.023360538482666015,0.002283039394065906,0.0625,4,256.0,poly,"OrderedDict([('model__C', 0.0625), ('model__degree', 4), ('model__gamma', 256.0), ('model__kernel', 'poly')])",0.6358293032677429,0.5703256015768547,0.6796618029157828,0.5237561550902815,0.5144971719230205,0.5848140069547364,0.06400171452413639,75
0.7188087463378906,0.018985007072729144,0.027675485610961913,0.0030039469548219858,32.0,5,0.0625,sigmoid,"OrderedDict([('model__C', 32.0), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.6183493645713065,0.6675824543040135,0.6302997525111329,0.5122752216038142,0.7139945854741412,0.6285002756928817,0.06700930681836752,71
0.5530685901641845,0.006800456777813129,0.018703651428222657,0.0013627667402835956,0.5,5,0.0009765625,poly,"OrderedDict([('model__C', 0.5), ('model__degree', 5), ('model__gamma', 0.0009765625), ('model__kernel', 'poly')])",0.6731630502220816,0.6614533261907382,0.6314636802118925,0.614002708291134,0.6391011845946148,0.6438367899020923,0.021146934159675237,70
0.67655930519104,0.013145581365015074,0.02322983741760254,0.001963453994867173,32.0,2,4.0,sigmoid,"OrderedDict([('model__C', 32.0), ('model__degree', 2), ('model__gamma', 4.0), ('model__kernel', 'sigmoid')])",0.32542659802201507,0.2982276835885166,0.2981937528339892,0.31849256967886086,0.2652305389129203,0.30111422860726045,0.02096472538302165,99
0.7041330337524414,0.00681108316405739,0.047287368774414064,0.0013943515815455596,32.0,3,0.5,rbf,"OrderedDict([('model__C', 32.0), ('model__degree', 3), ('model__gamma', 0.5), ('model__kernel', 'rbf')])",0.6408554148057146,0.4761441090555015,0.5225788607286476,0.5135543082290306,0.6837828472838431,0.5673831080205474,0.08022043924017061,80
0.3372672080993652,0.007879186103918339,0.013871049880981446,0.0003484119152090086,32.0,5,0.0078125,linear,"OrderedDict([('model__C', 32.0), ('model__degree', 5), ('model__gamma', 0.0078125), ('model__kernel', 'linear')])",0.6685714461806482,0.39337054748814737,0.6918203232881164,0.6016190110933004,0.3630241144844222,0.5436810885069269,0.13865773559335026,83
0.6605195522308349,0.014884284265451663,0.023941850662231444,0.0033158729310141504,4.0,5,0.0625,sigmoid,"OrderedDict([('model__C', 4.0), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.7052642175372567,0.6605094342920657,0.6997693736896816,0.6721209497732293,0.7536647785401345,0.6982657507664737,0.03234001159553222,45
0.6063772201538086,0.012926919766161374,0.02197895050048828,0.000949319919304075,0.5,5,0.5,sigmoid,"OrderedDict([('model__C', 0.5), ('model__degree', 5), ('model__gamma', 0.5), ('model__kernel', 'sigmoid')])",0.6093459172730598,0.6261900183945817,0.6376061749860422,0.6002813168011729,0.436403998071088,0.581965485105189,0.07392563828480025,77
0.45571088790893555,0.014423929510159472,0.01592707633972168,0.0003575645072756833,256.0,4,256.0,poly,"OrderedDict([('model__C', 256.0), ('model__degree', 4), ('model__gamma', 256.0), ('model__kernel', 'poly')])",0.6358293032677429,0.5703256015768547,0.6796618029157828,0.5237561550902815,0.5144971719230205,0.5848140069547364,0.06400171452413639,75
0.46305203437805176,0.018412372738287174,0.018196916580200194,0.001959690496960255,0.0009765625,5,32.0,poly,"OrderedDict([('model__C', 0.0009765625), ('model__degree', 5), ('model__gamma', 32.0), ('model__kernel', 'poly')])",0.6091538300346373,0.5885721218751574,0.5189965956142957,0.45144868898761936,0.4279531837843896,0.5192248840592198,0.07186159297149754,90
0.4837060451507568,0.03413885609946106,0.01790919303894043,0.0006613776180002867,0.0078125,5,0.0009765625,poly,"OrderedDict([('model__C', 0.0078125), ('model__degree', 5), ('model__gamma', 0.0009765625), ('model__kernel', 'poly')])",0.665272065379511,0.6777945832120909,0.6103752021707457,0.6249530881613541,0.7005076246518243,0.6557805127151053,0.033428119134268325,68
0.6589573383331299,0.02617633051275341,0.04481916427612305,0.0021197413359655384,4.0,4,0.0625,rbf,"OrderedDict([('model__C', 4.0), ('model__degree', 4), ('model__gamma', 0.0625), ('model__kernel', 'rbf')])",0.727569962897374,0.7071580525392029,0.7222119972978781,0.6214664460824888,0.6893001936109417,0.6935413304855771,0.038413920087574514,47
0.7955731391906739,0.008139427457039885,0.024332523345947266,0.0010718269655046726,0.0625,5,0.0625,sigmoid,"OrderedDict([('model__C', 0.0625), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.6537180693486291,0.6851575569445458,0.6478717705376174,0.7085656647497505,0.7594535709034526,0.6909533264967991,0.04069042571899417,48
0.6138663768768311,0.013171298713910446,0.021839141845703125,0.002224247781580895,4.0,2,0.0625,sigmoid,"OrderedDict([('model__C', 4.0), ('model__degree', 2), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.7052642175372567,0.6605094342920657,0.6997693736896816,0.6721209497732293,0.7536647785401345,0.6982657507664737,0.03234001159553222,45
0.3874835968017578,0.02903274239523026,0.01634068489074707,0.00045177393946800685,0.0009765625,2,0.0625,linear,"OrderedDict([('model__C', 0.0009765625), ('model__degree', 2), ('model__gamma', 0.0625), ('model__kernel', 'linear')])",0.7458552299089074,0.7078716265889619,0.6847349648199768,0.7362418501926341,0.7033845413538782,0.7156176425728716,0.022374355597843405,15
