mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__degree,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.18510875701904297,0.010597216193191072,0.010648250579833984,0.0014171051615466546,0.0625,4,256.0,poly,"OrderedDict([('model__C', 0.0625), ('model__degree', 4), ('model__gamma', 256.0), ('model__kernel', 'poly')])",0.5590109838876504,0.41855847050961714,0.4787237900197023,0.46991147382253273,0.7372864651773982,0.5326982366833801,0.11174256897812233,25
0.46914234161376955,0.03718475635526833,0.01907320022583008,0.00308680770037452,32.0,5,0.0625,sigmoid,"OrderedDict([('model__C', 32.0), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.7549596716402962,0.6861467638023833,0.5081856814033683,0.4054066671277405,0.4376461027733592,0.5584689773494295,0.1381773192523704,16
0.47425994873046873,0.012151911185312971,0.019137811660766602,0.0020950890727803807,0.5,5,0.0009765625,poly,"OrderedDict([('model__C', 0.5), ('model__degree', 5), ('model__gamma', 0.0009765625), ('model__kernel', 'poly')])",0.10787728298576636,0.2915660112480811,0.4866703158752661,0.6739833321806488,0.7637699702607372,0.4647733825101,0.24125623620278025,74
0.5482995510101318,0.024968421093434594,0.02198500633239746,0.002905907070805138,32.0,2,4.0,sigmoid,"OrderedDict([('model__C', 32.0), ('model__degree', 2), ('model__gamma', 4.0), ('model__kernel', 'sigmoid')])",0.8371152142643766,0.5245570442101046,0.4862748890128315,0.4885607580053946,0.7028926620098208,0.6078801135005056,0.1396737547937309,5
0.5489989757537842,0.009271635492003029,0.04211831092834473,0.0019470849569151974,32.0,3,0.5,rbf,"OrderedDict([('model__C', 32.0), ('model__degree', 3), ('model__gamma', 0.5), ('model__kernel', 'rbf')])",0.8871755643466563,0.6436858618492509,0.41678163976094806,0.4202226986651912,0.7452693823915899,0.6226270294027273,0.18374459777077562,1
0.28270812034606935,0.006175011541597295,0.011983013153076172,0.0009263850592522197,32.0,5,0.0078125,linear,"OrderedDict([('model__C', 32.0), ('model__degree', 5), ('model__gamma', 0.0078125), ('model__kernel', 'linear')])",0.41786776856649993,0.6031779196402824,0.5295853543559981,0.6490006224496854,0.43249878968116745,0.5264260909387266,0.0911400978793684,32
0.49198598861694337,0.04318928533435125,0.01900515556335449,0.0033319179728896055,4.0,5,0.0625,sigmoid,"OrderedDict([('model__C', 4.0), ('model__degree', 5), ('model__gamma', 0.0625), ('model__kernel', 'sigmoid')])",0.5639857646329525,0.6048321507940482,0.4966354181595901,0.3438775157341448,0.11115568158240544,0.42409730618062813,0.17992404938780687,94
0.46375093460083006,0.011599378355728383,0.017773818969726563,0.0012741462943302018,0.5,5,0.5,sigmoid,"OrderedDict([('model__C', 0.5), ('model__degree', 5), ('model__gamma', 0.5), ('model__kernel', 'sigmoid')])",0.24537531880211563,0.5565831665575933,0.6895674651756714,0.5918701154989972,0.48158759250293937,0.5129967317074634,0.1496033198576796,45
0.30829930305480957,0.015378742374489482,0.011923933029174804,0.0018821492771727835,256.0,4,256.0,poly,"OrderedDict([('model__C', 256.0), ('model__degree', 4), ('model__gamma', 256.0), ('model__kernel', 'poly')])",0.5590109838876504,0.41855847050961714,0.4787237900197023,0.46991147382253273,0.7372864651773982,0.5326982366833801,0.11174256897812233,25
0.3001545429229736,0.014447918900496848,0.011544179916381837,0.0021514502523484746,0.0009765625,5,32.0,poly,"OrderedDict([('model__C', 0.0009765625), ('model__degree', 5), ('model__gamma', 32.0), ('model__kernel', 'poly')])",0.17684214525116512,0.3221261187213035,0.5365510834523355,0.5353482260183968,0.8287848398921087,0.47993048266706195,0.22124246374699327,66
