f1_mean,accuracy_mean,brier_score_mean,roc_auc_mean,model__kernel,model__C,model__gamma,model__degree
0.66116772687824,0.6485595703125,0.22601265635048262,0.7164461821374083,linear,0.0009765625,32.0,4
0.4990940898783415,0.50634765625,0.24762498876465372,0.7201746529005408,poly,0.0078125,0.0078125,2
0.5918393094250372,0.576416015625,0.207836894598625,0.6042233610227681,linear,4.0,0.5,2
0.6411149409037957,0.6280517578125,0.22502675801503116,0.7252958095792204,linear,0.0009765625,0.0078125,3
0.5981064878256124,0.5833740234375,0.20825582588043964,0.5992877890615977,linear,4.0,0.0078125,5
0.5453151814583137,0.533447265625,0.20679128311398354,0.6173005053041658,poly,0.5,4.0,4
0.5941359052691589,0.57958984375,0.20848677496268386,0.5939976500491773,linear,256.0,256.0,3
0.6487770813145075,0.635498046875,0.22461261763939896,0.7275897578119437,sigmoid,0.0625,0.0625,3
0.5723632598508476,0.555908203125,0.2067512411697035,0.615030573098277,poly,256.0,0.0625,2
0.603215422029832,0.587890625,0.19934355354189986,0.6561451756988159,linear,0.5,0.0009765625,4
0.5947995559873419,0.5791015625,0.21649719945803256,0.6461039356559823,rbf,4.0,0.0625,2
0.6494547289660568,0.6358642578125,0.2194208510434002,0.7169261198099016,sigmoid,4.0,0.0009765625,5
0.5794984550215747,0.5638427734375,0.20489662534508823,0.6313800576621323,linear,4.0,0.0625,4
0.5952288616216834,0.58349609375,0.27191463344708394,0.7108916579947926,poly,32.0,0.0009765625,2
0.21935032360430545,0.3411865234375,0.2184306331489761,0.5772424686609993,poly,256.0,0.0009765625,5
0.58976442301026,0.5821533203125,0.21426926903885768,0.47615845482136354,rbf,0.5,32.0,4
0.3921337023952486,0.431396484375,0.2520509793517479,0.6637438813950763,poly,0.0625,0.0625,3
0.18480812275757397,0.3236083984375,0.21415696491467667,0.4827457725353692,rbf,32.0,32.0,2
0.551227843451911,0.5361328125,0.20795411140734832,0.6065844149072839,poly,4.0,32.0,3
0.554794299333912,0.54052734375,0.2086654245934105,0.6086772202138095,poly,0.5,0.5,4
0.5144318068739114,0.5064697265625,0.21001462126328532,0.6190623767220796,poly,32.0,0.0625,2
0.29186326939775553,0.3760986328125,0.22784149520741856,0.6429631266277384,poly,256.0,0.0009765625,4
0.6443109460756012,0.630615234375,0.20803358923585516,0.7171615464845513,sigmoid,0.0625,0.0009765625,3
0.5605005941697639,0.54345703125,0.21408510537010247,0.4920872412455839,rbf,0.0078125,32.0,5
0.5683234978805487,0.5594482421875,0.21455850114411693,0.4896375020909606,sigmoid,32.0,0.5,3
0.6096176220946479,0.5958251953125,0.24672727007793477,0.7102149629314367,rbf,0.0078125,0.0078125,4
0.5687888393945767,0.559814453125,0.2143522066332964,0.5004488908667885,sigmoid,4.0,0.5,4
0.4931373920847279,0.4918212890625,0.20829097711850603,0.6147214972746683,poly,0.0078125,4.0,5
0.5851937381708694,0.5694580078125,0.21002497238868229,0.5886914307405283,linear,256.0,0.0009765625,2
0.2422816013970296,0.3525390625,0.21917609392853732,0.5688909475380683,poly,32.0,0.0078125,5
0.6193673259396236,0.6048583984375,0.20179758518370017,0.6475384233805559,linear,0.5,0.5,5
0.5533319443689781,0.5360107421875,0.21411290809677436,0.487753079324519,rbf,4.0,256.0,2
0.5824485706861809,0.566650390625,0.20823205030962377,0.6019496697865921,linear,32.0,4.0,4
0.5741323280340468,0.5628662109375,0.24007983110830694,0.7196310901598542,rbf,0.0009765625,0.0625,5
0.27392770660857557,0.366455078125,0.21360353027980003,0.6084715177230968,poly,0.5,0.0009765625,4
0.2982191419660455,0.3800048828125,0.22664604593031512,0.62410233138539,poly,4.0,0.0009765625,4
0.3959082456927162,0.4356689453125,0.24129562468334415,0.6514009662239295,poly,0.0078125,0.0625,3
0.5925349044405965,0.576904296875,0.2085572156962627,0.5975486806604227,linear,4.0,0.0625,5
0.6567983757712971,0.6435546875,0.2116341661927544,0.7374265135683242,linear,0.0009765625,0.0625,4
0.5062287680593532,0.5106201171875,0.2522994634651521,0.7233910253987235,poly,0.0009765625,0.0078125,2
0.5810650253330742,0.5648193359375,0.21183730426081324,0.5690502538494036,linear,32.0,0.5,2
